idx	cpg_id
3953	cg04214706
3954	cg04216395
3955	cg04218760
3956	cg04218812
3957	cg04218880
3958	cg04220230
3959	cg04220922
3960	cg04221461
3961	cg04221794
3962	cg04221848
3963	cg04222728
3964	cg04227885
3965	cg04228827
3966	cg04229059
3967	cg04231636
3968	cg04232128
3969	cg04232649
3970	cg04233669
3971	cg04234680
3972	cg04235075
3973	cg04235519
3974	cg04236639
3975	cg04236786
3976	cg04237003
3977	cg04237075
3978	cg04237663
3979	cg04239994
3980	cg04240200
3981	cg04243368
3982	cg04243822
3983	cg04246521
3984	cg04248271
3985	cg04252562
3986	cg04254198
3987	cg04254609
3988	cg04254769
3989	cg04255090
3990	cg04255276
3991	cg04255733
3992	cg04258219
3993	cg04258520
3994	cg04258833
3995	cg04259358
3996	cg04259752
3997	cg04259907
3998	cg04262505
3999	cg04265051
4000	cg04265316
4001	cg04267101
4002	cg04267526
4003	cg04268389
4004	cg04268405
4005	cg04269291
4006	cg04270358
4007	cg04271289
4008	cg04272551
4009	cg04273811
4010	cg04275806
4011	cg04276007
4012	cg04281209
4013	cg04283570
4014	cg04283720
4015	cg04286697
4016	cg04287116
4017	cg04289385
4018	cg04291050
4019	cg04291079
4020	cg04292355
4021	cg04292941
4022	cg04293085
4023	cg04295372
4024	cg04297660
4025	cg04297819
4026	cg04299080
4027	cg04301102
4028	cg04301738
4029	cg04304696
4030	cg04305228
4031	cg04305539
4032	cg04306069
4033	cg04306383
4034	cg04306992
4035	cg04307083
4036	cg04307776
4037	cg04307977
4038	cg04307987
4039	cg04312578
4040	cg04313551
4041	cg04313875
4042	cg04315227
4043	cg04315771
4044	cg04318752
4045	cg04321240
4046	cg04321566
4047	cg04322572
4048	cg04323187
4049	cg04323814
4050	cg04324237
4051	cg04326337
4052	cg04328477
4053	cg04329069
4054	cg04329870
4055	cg04330057
4056	cg04330628
4057	cg04330884
4058	cg04331368
4059	cg04332442
4060	cg04332513
4061	cg04332619
4062	cg04332818
4063	cg04333463
4064	cg04336659
4065	cg04338834
4066	cg04338863
4067	cg04342955
4068	cg04344923
4069	cg04347477
4070	cg04348250
4071	cg04348441
4072	cg04348872
4073	cg04349815
4074	cg04349985
4075	cg04354448
4076	cg04358463
4077	cg04359302
4078	cg04359558
4079	cg04359828
4080	cg04360080
4081	cg04360223
4082	cg04360557
4083	cg04361926
4084	cg04362407
4085	cg04362419
4086	cg04362886
4087	cg04365102
4088	cg04367197
4089	cg04367427
4090	cg04368876
4091	cg04369306
4092	cg04370442
4093	cg04371358
4094	cg04374006
4095	cg04374015
4096	cg04378886
4097	cg04379563
4098	cg04384638
4099	cg04384810
4100	cg04386759
4101	cg04387835
4102	cg04388666
4103	cg04389921
4104	cg04390328
4105	cg04390523
4106	cg04390831
4107	cg04392284
4108	cg04393637
4109	cg04393675
4110	cg04395846
4111	cg04396791
4112	cg04398275
4113	cg04398983
4114	cg04399631
4115	cg04400841
4116	cg04400972
4117	cg04401067
4118	cg04402803
4119	cg04406436
4120	cg04406910
4121	cg04407388
4122	cg04408488
4123	cg04410989
4124	cg04411052
4125	cg04411541
4126	cg04413644
4127	cg04413853
4128	cg04415646
4129	cg04416734
4130	cg04416752
4131	cg04418355
4132	cg04418999
4133	cg04419610
4134	cg04421973
4135	cg04423201
4136	cg04423727
4137	cg04424621
4138	cg04424945
4139	cg04425110
4140	cg04425489
4141	cg04425506
4142	cg04425701
4143	cg04431054
4144	cg04431596
4145	cg04431946
4146	cg04432319
4147	cg04434356
4148	cg04435320
4149	cg04435719
4150	cg04436528
4151	cg04436907
4152	cg04436994
4153	cg04438497
4154	cg04438595
4155	cg04444104
4156	cg04444949
4157	cg04445851
4158	cg04446762
4159	cg04448141
4160	cg04449166
4161	cg04451175
4162	cg04452040
4163	cg04452203
4164	cg04452713
4165	cg04452896
4166	cg04453124
4167	cg04455146
4168	cg04455646
4169	cg04456932
4170	cg04457114
4171	cg04457572
4172	cg04460093
4173	cg04460609
4174	cg04461859
4175	cg04464263
4176	cg04464316
4177	cg04467093
4178	cg04468081
4179	cg04468741
4180	cg04474049
4181	cg04474192
4182	cg04474832
4183	cg04474990
4184	cg04476531
4185	cg04476865
4186	cg04478095
4187	cg04479192
4188	cg04480708
4189	cg04480914
4190	cg04482657
4191	cg04483289
4192	cg04483863
4193	cg04484334
4194	cg04484550
4195	cg04486940
4196	cg04487404
4197	cg04488853
4198	cg04489548
4199	cg04490037
4200	cg04490108
4201	cg04491321
4202	cg04493740
4203	cg04494136
4204	cg04495670
4205	cg04498198
4206	cg04499301
4207	cg04501188
4208	cg04502145
4209	cg04504478
4210	cg04505252
4211	cg04507775
4212	cg04507915
4213	cg04508114
4214	cg04508804
4215	cg04512780
4216	cg04512892
4217	cg04515524
4218	cg04517416
4219	cg04518342
4220	cg04519462
4221	cg04520169
4222	cg04521765
4223	cg04522045
4224	cg04522671
4225	cg04523891
4226	cg04524370
4227	cg04525892
4228	cg04528217
4229	cg04528771
4230	cg04528819
4231	cg04528829
4232	cg04531704
4233	cg04533831
4234	cg04535008
4235	cg04536998
4236	cg04537229
4237	cg04539834
4238	cg04539934
4239	cg04540442
4240	cg04543008
4241	cg04543319
4242	cg04545015
4243	cg04546691
4244	cg04548815
4245	cg04549460
4246	cg04551282
4247	cg04554131
4248	cg04554802
4249	cg04554929
4250	cg04557677
4251	cg04561094
4252	cg04561727
4253	cg04563195
4254	cg04565261
4255	cg04565640
4256	cg04567124
4257	cg04568592
4258	cg04568797
4259	cg04568819
4260	cg04569152
4261	cg04571584
4262	cg04573397
4263	cg04575953
4264	cg04576021
4265	cg04576298
4266	cg04576672
4267	cg04581793
4268	cg04581938
4269	cg04585937
4270	cg04588969
4271	cg04591799
4272	cg04593437
4273	cg04593531
4274	cg04596060
4275	cg04597433
4276	cg04597985
4277	cg04598224
4278	cg04599158
4279	cg04599341
4280	cg04599403
4281	cg04600984
4282	cg04601137
4283	cg04603184
4284	cg04604050
4285	cg04604946
4286	cg04605816
4287	cg04606053
4288	cg04607246
4289	cg04612503
4290	cg04612667
4291	cg04613313
4292	cg04614997
4293	cg04616566
4294	cg04621020
4295	cg04621728
4296	cg04621850
4297	cg04624885
4298	cg04631458
4299	cg04633225
4300	cg04633600
4301	cg04633683
4302	cg04634427
4303	cg04636402
4304	cg04638395
4305	cg04638650
4306	cg04640528
4307	cg04640675
4308	cg04641947
4309	cg04642300
4310	cg04642306
4311	cg04645034
4312	cg04646173
4313	cg04646282
4314	cg04648334
4315	cg04648494
4316	cg04651240
4317	cg04651583
4318	cg04652943
4319	cg04654210
4320	cg04654363
4321	cg04655136
4322	cg04655834
4323	cg04655995
4324	cg04657445
4325	cg04658021
4326	cg04658744
4327	cg04658841
4328	cg04659071
4329	cg04659396
4330	cg04659537
4331	cg04659944
4332	cg04660234
4333	cg04661001
4334	cg04661709
4335	cg04662594
4336	cg04666465
4337	cg04669218
4338	cg04671541
4339	cg04672043
4340	cg04672706
4341	cg04673465
4342	cg04674383
4343	cg04674565
4344	cg04677158
4345	cg04678713
4346	cg04679031
4347	cg04679515
4348	cg04679530
4349	cg04682832
4350	cg04682845
4351	cg04682967
4352	cg04684267
4353	cg04685228
4354	cg04685442
4355	cg04686264
4356	cg04689080
4357	cg04690395
4358	cg04691233
4359	cg04691795
4360	cg04694619
4361	cg04696443
4362	cg04698728
4363	cg04700055
4364	cg04702354
4365	cg04704414
4366	cg04706327
4367	cg04706404
4368	cg04706544
4369	cg04709900
4370	cg04713102
4371	cg04714041
4372	cg04714787
4373	cg04716021
4374	cg04716250
4375	cg04716394
4376	cg04717802
4377	cg04718414
4378	cg04719454
4379	cg04721098
4380	cg04721719
4381	cg04723343
4382	cg04723534
4383	cg04724177
4384	cg04724406
4385	cg04725285
4386	cg04725401
4387	cg04726310
4388	cg04726869
4389	cg04730691
4390	cg04735632
4391	cg04736112
4392	cg04736140
4393	cg04736751
4394	cg04737115
4395	cg04738410
4396	cg04739306
4397	cg04739880
4398	cg04740665
4399	cg04741211
4400	cg04742197
4401	cg04742384
4402	cg04742397
4403	cg04745161
4404	cg04745278
4405	cg04745805
4406	cg04745997
4407	cg04748223
4408	cg04749507
4409	cg04751549
4410	cg04752812
4411	cg04752936
4412	cg04753583
4413	cg04754615
4414	cg04755031
4415	cg04755771
4416	cg04756296
4417	cg04757168
4418	cg04760708
4419	cg04761931
4420	cg04764584
4421	cg04764624
4422	cg04765195
4423	cg04765303
4424	cg04765439
4425	cg04767174
4426	cg04768459
4427	cg04768479
4428	cg04771206
4429	cg04774597
4430	cg04780909
4431	cg04781580
4432	cg04781978
4433	cg04784327
4434	cg04785213
4435	cg04785284
4436	cg04785972
4437	cg04786857
4438	cg04787166
4439	cg04788392
4440	cg04788957
4441	cg04789092
4442	cg04789392
4443	cg04790209
4444	cg04790662
4445	cg04790923
4446	cg04792712
4447	cg04793632
4448	cg04793989
4449	cg04794120
4450	cg04794268
4451	cg04794430
4452	cg04796189
4453	cg04796432
4454	cg04798314
4455	cg04799120
4456	cg04800569
4457	cg04800816
4458	cg04808029
4459	cg04811706
4460	cg04812484
4461	cg04815577
4462	cg04816311
4463	cg04816394
4464	cg04817148
4465	cg04818845
4466	cg04820362
4467	cg04821499
4468	cg04821933
4469	cg04826652
4470	cg04827223
4471	cg04830416
4472	cg04832177
4473	cg04832325
4474	cg04833017
4475	cg04833392
4476	cg04834228
4477	cg04834770
4478	cg04834794
4479	cg04835841
4480	cg04836038
4481	cg04836987
4482	cg04837494
4483	cg04838627
4484	cg04838847
4485	cg04840739
4486	cg04842352
4487	cg04842472
4488	cg04844971
4489	cg04845144
4490	cg04845466
4491	cg04847146
4492	cg04847638
4493	cg04847920
4494	cg04848107
4495	cg04850659
4496	cg04851639
4497	cg04852776
4498	cg04854089
4499	cg04856117
4500	cg04857395
4501	cg04858164
4502	cg04858462
4503	cg04858539
4504	cg04858616
4505	cg04858631
4506	cg04861640
4507	cg04863182
4508	cg04863758
4509	cg04864538
4510	cg04865018
4511	cg04866800
4512	cg04868991
4513	cg04871807
4514	cg04872610
4515	cg04872675
4516	cg04872689
4517	cg04873577
4518	cg04873833
4519	cg04874782
4520	cg04875128
4521	cg04877503
4522	cg04879818
4523	cg04880063
4524	cg04880546
4525	cg04883553
4526	cg04884395
4527	cg04885881
4528	cg04886846
4529	cg04889790
4530	cg04889800
4531	cg04890576
4532	cg04890780
4533	cg04894619
4534	cg04894705
4535	cg04895295
4536	cg04897713
4537	cg04897804
4538	cg04898797
4539	cg04899715
4540	cg04900438
4541	cg04900872
4542	cg04902729
4543	cg04904276
4544	cg04904318
4545	cg04904480
4546	cg04905408
4547	cg04907070
4548	cg04911050
4549	cg04912710
4550	cg04912999
4551	cg04913265
4552	cg04915975
4553	cg04917181
4554	cg04918691
4555	cg04920452
4556	cg04920474
4557	cg04922154
4558	cg04926766
4559	cg04927341
4560	cg04927537
4561	cg04928670
4562	cg04932525
4563	cg04937184
4564	cg04938738
4565	cg04939673
4566	cg04940054
4567	cg04940435
4568	cg04940570
4569	cg04941652
4570	cg04944536
4571	cg04944802
4572	cg04946715
4573	cg04946721
4574	cg04948475
4575	cg04951371
4576	cg04953552
4577	cg04955333
4578	cg04956585
4579	cg04956913
4580	cg04958794
4581	cg04958799
4582	cg04961189
4583	cg04961225
4584	cg04961235
4585	cg04963480
4586	cg04967775
4587	cg04972046
4588	cg04972436
4589	cg04973802
4590	cg04974231
4591	cg04974698
4592	cg04974804
4593	cg04975505
4594	cg04976151
4595	cg04978384
4596	cg04979599
4597	cg04980928
4598	cg04982874
4599	cg04983142
4600	cg04985318
4601	cg04986922
4602	cg04987004
4603	cg04987232
4604	cg04987335
4605	cg04987734
4606	cg04988224
4607	cg04988869
4608	cg04989440
4609	cg04990989
4610	cg04991447
4611	cg04992974
4612	cg04995300
4613	cg04996219
4614	cg04997273
4615	cg04998671
4616	cg04998737
4617	cg04999352
4618	cg04999691
4619	cg05000275
4620	cg05001145
4621	cg05001334
4622	cg05001715
4623	cg05003175
4624	cg05003422
4625	cg05004142
4626	cg05006304
4627	cg05009902
4628	cg05009934
4629	cg05013783
4630	cg05014568
4631	cg05015628
4632	cg05016066
4633	cg05018460
4634	cg05019423
4635	cg05021075
4636	cg05022378
4637	cg05023043
4638	cg05024939
4639	cg05025211
4640	cg05026404
4641	cg05028010
4642	cg05030481
4643	cg05030953
4644	cg05032059
4645	cg05032957
4646	cg05033333
4647	cg05034361
4648	cg05034363
4649	cg05034642
4650	cg05035746
4651	cg05036750
4652	cg05036937
4653	cg05039938
4654	cg05042697
4655	cg05042743
4656	cg05043910
4657	cg05044173
4658	cg05045403
4659	cg05045517
4660	cg05046722
4661	cg05048976
4662	cg05049335
4663	cg05051799
4664	cg05051876
4665	cg05054910
4666	cg05055782
4667	cg05056497
4668	cg05057777
4669	cg05058758
4670	cg05059108
4671	cg05059607
4672	cg05061450
4673	cg05062263
4674	cg05062676
4675	cg05063138
4676	cg05064739
4677	cg05065162
4678	cg05065669
4679	cg05067995
4680	cg05068206
4681	cg05068951
4682	cg05070268
4683	cg05072215
4684	cg05073386
4685	cg05078817
4686	cg05080154
4687	cg05081614
4688	cg05082738
4689	cg05083128
4690	cg05083647
4691	cg05084827
4692	cg05085169
4693	cg05085844
4694	cg05086553
4695	cg05087948
4696	cg05088677
4697	cg05089527
4698	cg05089968
4699	cg05090127
4700	cg05090375
4701	cg05090759
4702	cg05091519
4703	cg05092310
4704	cg05092583
4705	cg05093169
4706	cg05094970
4707	cg05095427
4708	cg05096467
4709	cg05096492
4710	cg05097579
4711	cg05098880
4712	cg05099387
4713	cg05102552
4714	cg05102603
4715	cg05104897
4716	cg05106502
4717	cg05106770
4718	cg05106849
4719	cg05107803
4720	cg05115862
4721	cg05116536
4722	cg05118864
4723	cg05119290
4724	cg05119988
4725	cg05122437
4726	cg05124614
4727	cg05125838
4728	cg05127178
4729	cg05128194
4730	cg05129050
4731	cg05130482
4732	cg05131940
4733	cg05132222
4734	cg05132925
4735	cg05137443
4736	cg05139152
4737	cg05141871
4738	cg05142212
4739	cg05144928
4740	cg05146544
4741	cg05147525
4742	cg05147654
4743	cg05148385
4744	cg05149097
4745	cg05149386
4746	cg05151611
4747	cg05152300
4748	cg05152974
4749	cg05154833
4750	cg05155047
4751	cg05156137
4752	cg05156532
4753	cg05156901
4754	cg05157266
4755	cg05157625
4756	cg05158197
4757	cg05161074
4758	cg05162523
4759	cg05165556
4760	cg05167606
4761	cg05168580
4762	cg05169312
4763	cg05169846
4764	cg05171197
4765	cg05172940
4766	cg05174290
4767	cg05174890
4768	cg05176716
4769	cg05176970
4770	cg05176991
4771	cg05178839
4772	cg05179172
4773	cg05180206
4774	cg05182249
4775	cg05182912
4776	cg05183842
4777	cg05184586
4778	cg05187965
4779	cg05188268
4780	cg05189127
4781	cg05189291
4782	cg05190790
4783	cg05191959
4784	cg05193435
4785	cg05194412
4786	cg05197062
4787	cg05198297
4788	cg05199503
4789	cg05200057
4790	cg05202858
4791	cg05203206
4792	cg05203213
4793	cg05203217
4794	cg05205503
4795	cg05205842
4796	cg05206884
4797	cg05207048
4798	cg05208178
4799	cg05208605
4800	cg05209515
4801	cg05210804
4802	cg05212464
4803	cg05213896
4804	cg05215925
4805	cg05218225
4806	cg05218245
4807	cg05218653
4808	cg05220114
4809	cg05222216
4810	cg05222924
4811	cg05226008
4812	cg05227215
4813	cg05228408
4814	cg05228717
4815	cg05229355
4816	cg05232889
4817	cg05237015
4818	cg05237259
4819	cg05238530
4820	cg05238695
4821	cg05238741
4822	cg05239308
4823	cg05239976
4824	cg05241355
4825	cg05241796
4826	cg05243267
4827	cg05243700
4828	cg05243987
4829	cg05244581
4830	cg05246251
4831	cg05248542
4832	cg05248618
4833	cg05249016
4834	cg05250458
4835	cg05251669
4836	cg05253716
4837	cg05256179
4838	cg05256276
4839	cg05260372
4840	cg05262777
4841	cg05263479
4842	cg05265042
4843	cg05265359
4844	cg05265884
4845	cg05265959
4846	cg05266321
4847	cg05270106
4848	cg05270634
4849	cg05271255
4850	cg05272277
4851	cg05273639
4852	cg05274680
4853	cg05275229
4854	cg05276137
4855	cg05277165
4856	cg05280698
4857	cg05283184
4858	cg05283685
4859	cg05286501
4860	cg05288075
4861	cg05289022
4862	cg05289892
4863	cg05290058
4864	cg05290300
4865	cg05292310
4866	cg05294243
4867	cg05294455
4868	cg05294577
4869	cg05294930
4870	cg05295197
4871	cg05295671
4872	cg05295703
4873	cg05295841
4874	cg05302350
4875	cg05302779
4876	cg05303899
4877	cg05303999
4878	cg05304168
4879	cg05304393
4880	cg05304729
4881	cg05305327
4882	cg05305497
4883	cg05306305
4884	cg05306310
4885	cg05308656
4886	cg05308744
4887	cg05308819
4888	cg05308904
4889	cg05309877
4890	cg05310309
4891	cg05312353
4892	cg05313771
4893	cg05313794
4894	cg05314075
4895	cg05316065
4896	cg05316290
4897	cg05318503
4898	cg05321252
4899	cg05322294
4900	cg05322837
4901	cg05322916
4902	cg05323251
4903	cg05323898
4904	cg05324407
4905	cg05324516
4906	cg05325934
4907	cg05326840
4908	cg05330056
4909	cg05330360
4910	cg05330471
4911	cg05331082
4912	cg05331214
4913	cg05331334
4914	cg05332525
4915	cg05333146
4916	cg05337441
4917	cg05339037
4918	cg05339390
4919	cg05339588
4920	cg05340495
4921	cg05344430
4922	cg05345286
4923	cg05346491
4924	cg05347456
4925	cg05347479
4926	cg05347794
4927	cg05347985
4928	cg05350800
4929	cg05351599
4930	cg05354971
4931	cg05355167
4932	cg05355436
4933	cg05355684
4934	cg05357152
4935	cg05357229
4936	cg05358404
4937	cg05360774
4938	cg05362029
4939	cg05362168
4940	cg05362516
4941	cg05364038
4942	cg05365729
4943	cg05365735
4944	cg05366453
4945	cg05369707
4946	cg05369942
4947	cg05370136
4948	cg05370662
4949	cg05371273
4950	cg05372113
4951	cg05373339
4952	cg05373692
4953	cg05374271
4954	cg05376617
4955	cg05376738
4956	cg05377041
4957	cg05377512
4958	cg05377587
4959	cg05378523
4960	cg05379350
4961	cg05380920
4962	cg05381256
4963	cg05381578
4964	cg05384724
4965	cg05385434
4966	cg05386977
4967	cg05387119
4968	cg05388545
4969	cg05388821
4970	cg05391998
4971	cg05393023
4972	cg05395187
4973	cg05395210
4974	cg05395353
4975	cg05396044
4976	cg05396897
4977	cg05398700
4978	cg05399434
4979	cg05401069
4980	cg05401971
4981	cg05402364
4982	cg05402382
4983	cg05403282
4984	cg05404233
4985	cg05404236
4986	cg05404459
4987	cg05404701
4988	cg05406101
4989	cg05407200
4990	cg05407338
4991	cg05408094
4992	cg05410708
4993	cg05411165
4994	cg05413285
4995	cg05414254
4996	cg05414908
4997	cg05415285
4998	cg05418719
4999	cg05419625
5000	cg05419812
5001	cg05420896
5002	cg05421487
5003	cg05421528
5004	cg05422352
5005	cg05422396
5006	cg05422548
5007	cg05423095
5008	cg05423393
5009	cg05425050
5010	cg05431218
5011	cg05431647
5012	cg05433805
5013	cg05436231
5014	cg05439503
5015	cg05439724
5016	cg05440289
5017	cg05441001
5018	cg05441133
5019	cg05442408
5020	cg05442902
5021	cg05444541
5022	cg05445326
5023	cg05446424
5024	cg05450916
5025	cg05451974
5026	cg05453001
5027	cg05455729
5028	cg05456652
5029	cg05457903
5030	cg05458569
5031	cg05458724
5032	cg05461666
5033	cg05462761
5034	cg05463027
5035	cg05466385
5036	cg05466659
5037	cg05468077
5038	cg05468843
5039	cg05468948
5040	cg05470074
5041	cg05470939
5042	cg05471845
5043	cg05473871
5044	cg05475048
5045	cg05478809
5046	cg05481163
5047	cg05481217
5048	cg05481879
5049	cg05482413
5050	cg05482498
5051	cg05483176
5052	cg05483252
5053	cg05484606
5054	cg05484949
5055	cg05485462
5056	cg05486213
5057	cg05487082
5058	cg05487507
5059	cg05488632
5060	cg05488682
5061	cg05490029
5062	cg05491587
5063	cg05492170
5064	cg05492270
5065	cg05495454
5066	cg05496363
5067	cg05496738
5068	cg05497175
5069	cg05498007
5070	cg05498905
5071	cg05498948
5072	cg05501327
5073	cg05501584
5074	cg05502081
5075	cg05504820
5076	cg05507145
5077	cg05507490
5078	cg05507697
5079	cg05508074
5080	cg05508099
5081	cg05511778
5082	cg05511794
5083	cg05512200
5084	cg05512483
5085	cg05512756
5086	cg05513157
5087	cg05515143
5088	cg05516272
5089	cg05516505
5090	cg05517106
5091	cg05517697
5092	cg05518482
5093	cg05520031
5094	cg05521150
5095	cg05522498
5096	cg05523085
5097	cg05525743
5098	cg05527430
5099	cg05528516
5100	cg05529152
5101	cg05530348
5102	cg05530630
5103	cg05530690
5104	cg05532892
5105	cg05533953
5106	cg05535398
5107	cg05535908
5108	cg05540369
5109	cg05541367
5110	cg05542681
5111	cg05543456
5112	cg05544413
5113	cg05544807
5114	cg05545777
5115	cg05546763
5116	cg05548952
5117	cg05548968
5118	cg05549246
5119	cg05549655
5120	cg05550339
5121	cg05551889
5122	cg05553829
5123	cg05554536
5124	cg05555337
5125	cg05560127
5126	cg05561193
5127	cg05562063
5128	cg05564251
5129	cg05567646
5130	cg05569742
5131	cg05570806
5132	cg05571310
5133	cg05574065
5134	cg05575054
5135	cg05575505
5136	cg05575921
5137	cg05577016
5138	cg05577155
5139	cg05580441
5140	cg05580734
5141	cg05582035
5142	cg05583053
5143	cg05583831
5144	cg05590257
5145	cg05590274
5146	cg05590616
5147	cg05592035
5148	cg05592398
5149	cg05593325
5150	cg05593628
5151	cg05593641
5152	cg05593887
5153	cg05595088
5154	cg05597836
5155	cg05598541
5156	cg05601676
5157	cg05601917
5158	cg05601974
5159	cg05603985
5160	cg05604079
5161	cg05606407
5162	cg05608541
5163	cg05608588
5164	cg05608794
5165	cg05609159
5166	cg05612325
5167	cg05612506
5168	cg05612876
5169	cg05613002
5170	cg05613063
5171	cg05615459
5172	cg05616472
5173	cg05618683
5174	cg05619598
5175	cg05620980
5176	cg05624388
5177	cg05624786
5178	cg05625741
5179	cg05626536
5180	cg05630016
5181	cg05630272
5182	cg05632274
5183	cg05634040
5184	cg05634428
5185	cg05634495
5186	cg05634630
5187	cg05635798
5188	cg05635807
5189	cg05637352
5190	cg05638439
5191	cg05638500
5192	cg05639405
5193	cg05640674
5194	cg05641529
5195	cg05644574
5196	cg05645141
5197	cg05645316
5198	cg05647197
5199	cg05651417
5200	cg05655307
5201	cg05655953
5202	cg05656900
5203	cg05658053
5204	cg05661164
5205	cg05661333
5206	cg05662956
5207	cg05663891
5208	cg05666607
5209	cg05670004
5210	cg05670953
5211	cg05671350
5212	cg05671382
5213	cg05672380
5214	cg05673214
5215	cg05673882
5216	cg05675373
5217	cg05676261
5218	cg05676377
5219	cg05677013
5220	cg05682581
5221	cg05683630
5222	cg05684406
5223	cg05689413
5224	cg05690394
5225	cg05694095
5226	cg05694245
5227	cg05694771
5228	cg05696877
5229	cg05697249
5230	cg05697754
5231	cg05700079
5232	cg05700142
5233	cg05702778
5234	cg05703053
5235	cg05705018
5236	cg05705159
5237	cg05707655
5238	cg05708497
5239	cg05708512
5240	cg05708750
5241	cg05709162
5242	cg05710301
5243	cg05711886
5244	cg05714496
5245	cg05715492
5246	cg05715688
5247	cg05716671
5248	cg05718034
5249	cg05719140
5250	cg05720891
5251	cg05721887
5252	cg05722148
5253	cg05722566
5254	cg05724065
5255	cg05724110
5256	cg05724492
5257	cg05724965
5258	cg05725197
5259	cg05725263
5260	cg05726118
5261	cg05728951
5262	cg05729249
5263	cg05732130
5264	cg05732876
5265	cg05737638
5266	cg05740575
5267	cg05740609
5268	cg05742308
5269	cg05744675
5270	cg05745631
5271	cg05746865
5272	cg05747695
5273	cg05747812
5274	cg05750598
5275	cg05752393
5276	cg05752845
5277	cg05753416
5278	cg05755779
5279	cg05756029
5280	cg05756780
5281	cg05757385
5282	cg05758434
5283	cg05759269
5284	cg05759421
5285	cg05760722
5286	cg05761882
5287	cg05762236
5288	cg05765580
5289	cg05767119
5290	cg05767404
5291	cg05769161
5292	cg05770238
5293	cg05770389
5294	cg05773312
5295	cg05773708
5296	cg05773958
5297	cg05774054
5298	cg05774117
5299	cg05774698
5300	cg05774892
5301	cg05776580
5302	cg05778559
5303	cg05778706
5304	cg05780020
5305	cg05780543
5306	cg05781609
5307	cg05782444
5308	cg05782445
5309	cg05783384
5310	cg05784862
5311	cg05785488
5312	cg05786085
5313	cg05787209
5314	cg05790551
5315	cg05790999
5316	cg05791136
5317	cg05792786
5318	cg05793391
5319	cg05793579
5320	cg05795849
5321	cg05797770
5322	cg05797890
5323	cg05800368
5324	cg05803237
5325	cg05804170
5326	cg05804220
5327	cg05804288
5328	cg05805445
5329	cg05807665
5330	cg05807885
5331	cg05809437
5332	cg05812299
5333	cg05812697
5334	cg05815247
5335	cg05816993
5336	cg05817517
5337	cg05819613
5338	cg05820020
5339	cg05822031
5340	cg05823563
5341	cg05825244
5342	cg05825523
5343	cg05825928
5344	cg05826295
5345	cg05826458
5346	cg05826607
5347	cg05828191
5348	cg05828701
5349	cg05828893
5350	cg05829145
5351	cg05839365
5352	cg05839636
5353	cg05839709
5354	cg05843457
5355	cg05844902
5356	cg05845376
5357	cg05845533
5358	cg05846337
5359	cg05847388
5360	cg05847778
5361	cg05847835
5362	cg05848491
5363	cg05850205
5364	cg05851163
5365	cg05852040
5366	cg05852052
5367	cg05852477
5368	cg05853013
5369	cg05855298
5370	cg05857996
5371	cg05859842
5372	cg05861879
5373	cg05862338
5374	cg05862431
5375	cg05862885
5376	cg05863683
5377	cg05864010
5378	cg05864564
5379	cg05865665
5380	cg05868183
5381	cg05868316
5382	cg05868799
5383	cg05868942
5384	cg05869537
5385	cg05870072
5386	cg05870739
5387	cg05871254
5388	cg05872306
5389	cg05874166
5390	cg05874270
5391	cg05874519
5392	cg05874888
5393	cg05875066
5394	cg05875239
5395	cg05875700
5396	cg05875982
5397	cg05876635
5398	cg05877497
5399	cg05878332
5400	cg05878887
5401	cg05881762
5402	cg05882646
5403	cg05882685
5404	cg05883128
5405	cg05886671
5406	cg05890019
5407	cg05890281
5408	cg05890484
5409	cg05890887
5410	cg05891372
5411	cg05894754
5412	cg05894910
5413	cg05896902
5414	cg05896926
5415	cg05897350
5416	cg05897465
5417	cg05898102
5418	cg05898618
5419	cg05898730
5420	cg05898881
5421	cg05899103
5422	cg05900234
5423	cg05901294
5424	cg05902884
5425	cg05903289
5426	cg05903609
5427	cg05903736
5428	cg05904366
5429	cg05907464
5430	cg05907577
5431	cg05910170
5432	cg05913257
5433	cg05915362
5434	cg05915866
5435	cg05918355
5436	cg05919561
5437	cg05920454
5438	cg05921269
5439	cg05921699
5440	cg05922384
5441	cg05922723
5442	cg05922911
5443	cg05923197
5444	cg05923226
5445	cg05924543
5446	cg05924780
5447	cg05925326
5448	cg05926253
5449	cg05926784
5450	cg05927742
5451	cg05928290
5452	cg05928581
5453	cg05929069
5454	cg05930162
5455	cg05931249
5456	cg05931423
5457	cg05933240
5458	cg05934660
5459	cg05937737
5460	cg05939647
5461	cg05940231
5462	cg05940691
5463	cg05943574
5464	cg05943655
5465	cg05946118
5466	cg05951178
5467	cg05951221
5468	cg05951994
5469	cg05953364
5470	cg05955210
5471	cg05956380
5472	cg05956462
5473	cg05957749
5474	cg05958985
5475	cg05960024
5476	cg05960039
5477	cg05960502
5478	cg05962079
5479	cg05962092
5480	cg05962106
5481	cg05962517
5482	cg05962824
5483	cg05963082
5484	cg05966235
5485	cg05966241
5486	cg05967403
5487	cg05969808
5488	cg05969889
5489	cg05970116
5490	cg05971102
5491	cg05973057
5492	cg05973840
5493	cg05975219
5494	cg05977696
5495	cg05978154
5496	cg05980111
5497	cg05980523
5498	cg05981711
5499	cg05982017
5500	cg05982460
5501	cg05982473
5502	cg05985146
5503	cg05985455
5504	cg05986446
5505	cg05989429
5506	cg05991220
